procedure_code,procedure_name,department,category,standard_cost
CPT11064,Diagnostic Imaging Procedure 1064,Internal Medicine,Diagnostic Imaging,661.01
CPT11065,Lab Test Procedure 1065,Obstetrics,Lab Test,159.34
CPT11066,Consultation Procedure 1066,Radiology,Consultation,182.5
CPT11067,Surgery - Major Procedure 1067,Neurology,Surgery - Major,44058.26
CPT11068,Physical Therapy Procedure 1068,Obstetrics,Physical Therapy,289.12
CPT11069,Physical Therapy Procedure 1069,Emergency Medicine,Physical Therapy,252.03
CPT11070,Surgery - Minor Procedure 1070,Internal Medicine,Surgery - Minor,2056.63
CPT11071,Emergency Visit Procedure 1071,General Surgery,Emergency Visit,424.52
CPT11072,Diagnostic Imaging Procedure 1072,Neurology,Diagnostic Imaging,894.72
CPT11073,Physical Therapy Procedure 1073,Radiology,Physical Therapy,124.03
CPT11074,Consultation Procedure 1074,General Surgery,Consultation,214.13
CPT11075,Surgery - Major Procedure 1075,Pediatrics,Surgery - Major,36109.12
CPT11076,Emergency Visit Procedure 1076,Internal Medicine,Emergency Visit,3032.47
CPT11077,Consultation Procedure 1077,Obstetrics,Consultation,307.34
CPT11078,Diagnostic Imaging Procedure 1078,Neurology,Diagnostic Imaging,995.24
CPT11079,Surgery - Minor Procedure 1079,Neurology,Surgery - Minor,4373.62
CPT11080,Physical Therapy Procedure 1080,Emergency Medicine,Physical Therapy,135.08
CPT11081,Consultation Procedure 1081,Radiology,Consultation,91.75
CPT11082,Emergency Visit Procedure 1082,Oncology,Emergency Visit,2515.17
CPT11083,Lab Test Procedure 1083,Pediatrics,Lab Test,23.73
CPT11084,Surgery - Major Procedure 1084,General Surgery,Surgery - Major,21367.3
CPT11085,Emergency Visit Procedure 1085,Orthopedics,Emergency Visit,1286.95
CPT11086,Consultation Procedure 1086,Orthopedics,Consultation,265.68
CPT11087,Surgery - Major Procedure 1087,Neurology,Surgery - Major,35649.82
CPT11088,Physical Therapy Procedure 1088,Emergency Medicine,Physical Therapy,132.98
CPT11089,Lab Test Procedure 1089,Cardiology,Lab Test,328.42
CPT11090,Surgery - Minor Procedure 1090,Neurology,Surgery - Minor,2328.37
CPT11091,Emergency Visit Procedure 1091,Orthopedics,Emergency Visit,1672.88
CPT11092,Surgery - Minor Procedure 1092,Orthopedics,Surgery - Minor,4580.5
CPT11093,Lab Test Procedure 1093,Pediatrics,Lab Test,283.31
CPT11094,Surgery - Major Procedure 1094,Obstetrics,Surgery - Major,44494.74
CPT11095,Physical Therapy Procedure 1095,Cardiology,Physical Therapy,114.04
CPT11096,Consultation Procedure 1096,Neurology,Consultation,257.14
CPT11097,Lab Test Procedure 1097,Pediatrics,Lab Test,251.68
CPT11098,Diagnostic Imaging Procedure 1098,Emergency Medicine,Diagnostic Imaging,2300.48
CPT11099,Surgery - Major Procedure 1099,Pediatrics,Surgery - Major,11254.49
CPT11100,Surgery - Minor Procedure 1100,Neurology,Surgery - Minor,4709.35
CPT11101,Emergency Visit Procedure 1101,Internal Medicine,Emergency Visit,2075.29
CPT11102,Lab Test Procedure 1102,Oncology,Lab Test,124.37
CPT11103,Surgery - Minor Procedure 1103,Neurology,Surgery - Minor,3267.06
CPT11104,Surgery - Major Procedure 1104,Radiology,Surgery - Major,18351.06
CPT11105,Surgery - Minor Procedure 1105,Orthopedics,Surgery - Minor,3812.43
CPT11106,Lab Test Procedure 1106,Cardiology,Lab Test,357.82
CPT11107,Surgery - Major Procedure 1107,Cardiology,Surgery - Major,27772.2
CPT11108,Diagnostic Imaging Procedure 1108,Obstetrics,Diagnostic Imaging,1634.55
CPT11109,Lab Test Procedure 1109,Oncology,Lab Test,217.12
CPT11110,Consultation Procedure 1110,Radiology,Consultation,89.07
CPT11111,Chemotherapy Session Procedure 1111,Orthopedics,Chemotherapy Session,3016.3
CPT11112,Physical Therapy Procedure 1112,Cardiology,Physical Therapy,178.08
CPT11113,Lab Test Procedure 1113,Radiology,Lab Test,137.89
CPT11114,Surgery - Major Procedure 1114,Pediatrics,Surgery - Major,12270.54
CPT11115,Emergency Visit Procedure 1115,Obstetrics,Emergency Visit,1863.64
CPT11116,Physical Therapy Procedure 1116,Neurology,Physical Therapy,137.47
CPT11117,Lab Test Procedure 1117,Neurology,Lab Test,118.08
CPT11118,Diagnostic Imaging Procedure 1118,Internal Medicine,Diagnostic Imaging,1240.37
CPT11119,Emergency Visit Procedure 1119,Orthopedics,Emergency Visit,639.84
CPT11120,Diagnostic Imaging Procedure 1120,Radiology,Diagnostic Imaging,2330.2
CPT11121,Consultation Procedure 1121,General Surgery,Consultation,313.62
CPT11122,Emergency Visit Procedure 1122,Cardiology,Emergency Visit,2535.15
CPT11123,Surgery - Minor Procedure 1123,Emergency Medicine,Surgery - Minor,1352.31
CPT11124,Chemotherapy Session Procedure 1124,Emergency Medicine,Chemotherapy Session,7251.84
CPT11125,Emergency Visit Procedure 1125,Neurology,Emergency Visit,2866.26
CPT11126,Physical Therapy Procedure 1126,General Surgery,Physical Therapy,244.26
CPT11127,Emergency Visit Procedure 1127,Emergency Medicine,Emergency Visit,576.09
CPT11128,Surgery - Major Procedure 1128,Oncology,Surgery - Major,30756.32
CPT11129,Chemotherapy Session Procedure 1129,Oncology,Chemotherapy Session,7707.73
CPT11130,Surgery - Major Procedure 1130,Orthopedics,Surgery - Major,28094.14
CPT11131,Surgery - Minor Procedure 1131,General Surgery,Surgery - Minor,4161.32
CPT11132,Emergency Visit Procedure 1132,Oncology,Emergency Visit,1712.6
CPT11133,Diagnostic Imaging Procedure 1133,Oncology,Diagnostic Imaging,1392.46
CPT11134,Diagnostic Imaging Procedure 1134,Neurology,Diagnostic Imaging,230.79
CPT11135,Lab Test Procedure 1135,Emergency Medicine,Lab Test,262.81
CPT11136,Consultation Procedure 1136,Orthopedics,Consultation,97.4
CPT11137,Physical Therapy Procedure 1137,Radiology,Physical Therapy,164.4
CPT11138,Chemotherapy Session Procedure 1138,Pediatrics,Chemotherapy Session,3482.71
CPT11139,Consultation Procedure 1139,Cardiology,Consultation,224.99
CPT11140,Emergency Visit Procedure 1140,Cardiology,Emergency Visit,640.27
CPT11141,Consultation Procedure 1141,Obstetrics,Consultation,265.2
CPT11142,Lab Test Procedure 1142,Pediatrics,Lab Test,322.1
CPT11143,Consultation Procedure 1143,Pediatrics,Consultation,119.92
CPT11144,Chemotherapy Session Procedure 1144,Cardiology,Chemotherapy Session,2013.64
CPT11145,Surgery - Minor Procedure 1145,Cardiology,Surgery - Minor,1556.68
CPT11146,Lab Test Procedure 1146,Radiology,Lab Test,353.31
CPT11147,Surgery - Minor Procedure 1147,General Surgery,Surgery - Minor,3546.58
CPT11148,Emergency Visit Procedure 1148,General Surgery,Emergency Visit,1741.96
CPT11149,Lab Test Procedure 1149,Radiology,Lab Test,60.55
CPT11150,Emergency Visit Procedure 1150,Emergency Medicine,Emergency Visit,2343.53
CPT11151,Emergency Visit Procedure 1151,Pediatrics,Emergency Visit,3064.4
CPT11152,Consultation Procedure 1152,Internal Medicine,Consultation,302.75
CPT11153,Surgery - Minor Procedure 1153,Pediatrics,Surgery - Minor,4055.48
CPT11154,Emergency Visit Procedure 1154,Obstetrics,Emergency Visit,448.42
CPT11155,Surgery - Minor Procedure 1155,Cardiology,Surgery - Minor,1384.46
CPT11156,Surgery - Minor Procedure 1156,Pediatrics,Surgery - Minor,1056.41
CPT11157,Lab Test Procedure 1157,Cardiology,Lab Test,117.84
CPT11158,Surgery - Major Procedure 1158,Pediatrics,Surgery - Major,10426.46
CPT11159,Consultation Procedure 1159,Obstetrics,Consultation,146.51
CPT11160,Emergency Visit Procedure 1160,Emergency Medicine,Emergency Visit,1470.69
CPT11161,Surgery - Minor Procedure 1161,Internal Medicine,Surgery - Minor,5703.51
CPT11162,Physical Therapy Procedure 1162,Oncology,Physical Therapy,206.49
CPT11163,Surgery - Major Procedure 1163,Radiology,Surgery - Major,38398.95
CPT11164,Emergency Visit Procedure 1164,Radiology,Emergency Visit,2544.16
CPT11165,Physical Therapy Procedure 1165,Internal Medicine,Physical Therapy,87.0
CPT11166,Consultation Procedure 1166,Pediatrics,Consultation,277.38
CPT11167,Consultation Procedure 1167,Oncology,Consultation,150.65
CPT11168,Surgery - Minor Procedure 1168,Obstetrics,Surgery - Minor,4123.36
CPT11169,Surgery - Minor Procedure 1169,General Surgery,Surgery - Minor,2573.0
CPT11170,Chemotherapy Session Procedure 1170,Pediatrics,Chemotherapy Session,8981.84
CPT11171,Chemotherapy Session Procedure 1171,Emergency Medicine,Chemotherapy Session,3255.7
CPT11172,Emergency Visit Procedure 1172,Cardiology,Emergency Visit,1121.13
CPT11173,Lab Test Procedure 1173,Orthopedics,Lab Test,373.66
CPT11174,Surgery - Major Procedure 1174,Pediatrics,Surgery - Major,5985.78
CPT11175,Emergency Visit Procedure 1175,Orthopedics,Emergency Visit,2499.07
CPT11176,Surgery - Major Procedure 1176,Pediatrics,Surgery - Major,34013.06
CPT11177,Surgery - Minor Procedure 1177,Internal Medicine,Surgery - Minor,5149.17
CPT11178,Consultation Procedure 1178,Orthopedics,Consultation,342.97
CPT11179,Surgery - Minor Procedure 1179,Pediatrics,Surgery - Minor,5873.13
CPT11180,Consultation Procedure 1180,Radiology,Consultation,92.95
CPT11181,Chemotherapy Session Procedure 1181,Orthopedics,Chemotherapy Session,7610.35
CPT11182,Emergency Visit Procedure 1182,Pediatrics,Emergency Visit,2332.82
CPT11183,Chemotherapy Session Procedure 1183,General Surgery,Chemotherapy Session,6249.27
CPT11184,Consultation Procedure 1184,Cardiology,Consultation,110.3
CPT11185,Surgery - Minor Procedure 1185,General Surgery,Surgery - Minor,4180.97
CPT11186,Chemotherapy Session Procedure 1186,Oncology,Chemotherapy Session,8863.36
CPT11187,Diagnostic Imaging Procedure 1187,Pediatrics,Diagnostic Imaging,2292.77
CPT11188,Surgery - Major Procedure 1188,Neurology,Surgery - Major,22565.23
CPT11189,Physical Therapy Procedure 1189,Emergency Medicine,Physical Therapy,69.59
CPT11190,Consultation Procedure 1190,General Surgery,Consultation,174.63
CPT11191,Consultation Procedure 1191,Orthopedics,Consultation,302.26
CPT11192,Diagnostic Imaging Procedure 1192,Internal Medicine,Diagnostic Imaging,1798.52
CPT11193,Emergency Visit Procedure 1193,Emergency Medicine,Emergency Visit,1715.83
CPT11194,Emergency Visit Procedure 1194,Neurology,Emergency Visit,381.84
CPT11195,Emergency Visit Procedure 1195,Obstetrics,Emergency Visit,1608.75
CPT11196,Physical Therapy Procedure 1196,Pediatrics,Physical Therapy,172.57
CPT11197,Lab Test Procedure 1197,Internal Medicine,Lab Test,372.85
CPT11198,Diagnostic Imaging Procedure 1198,Pediatrics,Diagnostic Imaging,1656.55
CPT11199,Physical Therapy Procedure 1199,Oncology,Physical Therapy,134.8
